id,provincia,canton,modulo,tipo,extension,tamano_mb,porcentaje,estado_documental,condicion_tecnica,archivo,ruta,keywords,snippet
226b431efba6,Guayas,Samborondón,Plan / referencias,Plan / contingencia,pdf,5.88,,,,Producto Final - Plan de Gestión de Riesgos Ante Eventos Naturales y Amenazas Atropicas del Canton Samborondon (1).pdf,Guayas/Samborondón/01_PLAN_COMPARTIDO_O_REFERENCIAS/Producto Final - Plan de Gestión de Riesgos Ante Eventos Naturales y Amenazas Atropicas del Canton Samborondon (1).pdf,Inundación/anegamiento; Alojamiento temporal; Rutas/evacuación; COE / coordinación,Plan de Gestión de Riesgos Ante Eventos Naturales y/o Amenazas Antrópicas del Cantón Samborondón 1 Contenido Índice de mapas ........................................................................................................................... 3 Índice de tablas ............................................................................................................................ 4 Índice de gráficos.......................................................................................
787e350795bf,Guayas,Samborondón,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Samborondón/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
4bc9b018b2a6,Guayas,Nobol,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Nobol/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
41b6a85cfc6c,Guayas,Nobol,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Nobol/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
33666e00df25,Guayas,Nobol,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Nobol/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Nobol No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
c3d9eb5eb0af,Guayas,Nobol,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Nobol/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Nobol No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
c6fbc52f5492,Guayas,Nobol,Plan / referencias,Plan / contingencia,pdf,0.29,,,,358 OFICIO RIESGO PLAN DE ACCION TERRITORIAL-signed-signed.pdf,Guayas/Nobol/01_PLAN_COMPARTIDO_O_REFERENCIAS/358 OFICIO RIESGO PLAN DE ACCION TERRITORIAL-signed-signed.pdf,Infraestructura expuesta; COE / coordinación,"Oficio N° ALC-GADMCN-358 -2026 Narcisa de Jesús, 23 de Junio del 2026 MGTR. ZULAY CHILIQUINGA MOSQUERA COORDINADORA REGIONAL 5, Enc ASOCIACIÓN DE MUNICIPALIDADES ECUATORIANAS – AME En su despacho. - Asunto: PLAN DE ACCION TERRITORIAL 2026-2027 NOBOL. De mi consideración: Reciba un cordial saludo en nombre del Gobierno Autónomo Descentralizado Municipal del Cantón Nobol y en el mío propio, acompañado de mis mejores deseos de éxito en las importantes funciones que desempeña. Por medio de la presen"
b785d4d6e6ea,Guayas,Nobol,Plan / referencias,Plan / contingencia,pdf,0.34,,,,OFICIO RIESGO-PLAN DE ACCION.pdf,Guayas/Nobol/01_PLAN_COMPARTIDO_O_REFERENCIAS/OFICIO RIESGO-PLAN DE ACCION.pdf,,
8582a99547b4,Guayas,Nobol,Plan / referencias,Plan / contingencia,pdf,2.36,,,,PLAN DE ACCION ENOS 2026 - 2027-signed-signed-signed-signed.pdf,Guayas/Nobol/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE ACCION ENOS 2026 - 2027-signed-signed-signed-signed.pdf,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Alojamiento temporal; Infraestructura expuesta; COE / coordinación; Mitigación/obras,"PLAN DE ACCION ENOS CANTÓN NOBOL PLAN DE ACCION ENOS 2026 -2027 GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON NOBOL 2026 - 2027 PROVINCIA: GUAYAS CANTON: NOBOL JUNIO - 2026 Dirección: Av. Principal Rio Amazonas y Ángel María Villegas Teléfono: 2-708-250 Email: gobiernoautonomodenobol@gmail.com PLAN DE ACCION ENOS CANTÓN NOBOL 2.- INTRODUCCIÓN Un Plan de Contingencia es un conjunto de procedimientos operativos específicos y preestablecidos de coordinación, alerta, movilización y respuest"
7e77448ffb8e,Guayas,Naranjito,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Naranjito/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Naranjito No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
1eddf3e0c5a2,Guayas,Naranjito,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Naranjito/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
2d1e4e1578f7,Guayas,Naranjito,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Naranjito/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Naranjito No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
1a6ee4342ed4,Guayas,Naranjito,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Naranjito/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
1d788218c510,Guayas,Lomas de Sargentillo,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Lomas de Sargentillo/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
8f95812c3251,Guayas,Lomas de Sargentillo,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Lomas de Sargentillo/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
e3a1ea5f106b,Guayas,Lomas de Sargentillo,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Lomas de Sargentillo/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Lomas de Sargentillo No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
955c2421a290,Guayas,Lomas de Sargentillo,Plan / referencias,PDF soporte,pdf,9.34,,,,GESTION DE RIESGO20260622_13340049.pdf,Guayas/Lomas de Sargentillo/01_PLAN_COMPARTIDO_O_REFERENCIAS/GESTION DE RIESGO20260622_13340049.pdf,,
32f43f46d74b,Guayas,Pedro Carbo,Plan / referencias,MD,md,0.0,,,,REFERENCIAS_ARCHIVOS_COMPARTIDOS.md,Guayas/Pedro Carbo/01_PLAN_COMPARTIDO_O_REFERENCIAS/REFERENCIAS_ARCHIVOS_COMPARTIDOS.md,,"# Archivos compartidos o registros localizados · Guayas / Pedro Carbo ## Plan_Accion_ENOS_GAD_Cantonal_Pedro_Carbo_Final.docx Tipo: DOCX Fuente: File Library Nota: Plan final para revisión, aprobación y firma institucional. ## Plan_Accion_ENOS_GAD_Cantonal_Pedro_Carbo_Final_REVISADO.pdf Tipo: PDF Fuente: File Library Nota: Versión revisada. Nota: esta carpeta contiene referencias y extractos operativos. Los binarios originales no se pudieron incrustar automáticamente desde la Biblioteca de Archi"
6a569cd3cfe0,Guayas,Pedro Carbo,Plan / referencias,Plan / contingencia,pdf,0.42,,,,PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026-signed-signed-signed.pdf,Guayas/Pedro Carbo/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026-signed-signed-signed.pdf,Inundación/anegamiento; Infraestructura expuesta; COE / coordinación; Formulario F01; Seguimiento F07,"PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO EL NIÑO 2026-2027 GAD Municipal del Cantón Pedro Carbo Provincia del Guayas Campo Detalle Nivel territorial Cantonal Tipo de documento Plan de Acción Territorial ante el Evento El Niño 2026-2027 Versión Versión final para revisión, aprobación y firma institucional Fecha de elaboración 20 de junio de 2026 Responsable técnico Narciso Gregorio Jaramillo Pin, Jefe de Gestión de Riesgos Coordinación general Alcaldía del GAD Municipal de Pedro Carbo Fuente bas"
1f34d6130bcd,Guayas,Pedro Carbo,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Pedro Carbo/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
42007cb08b99,Guayas,Pedro Carbo,Informe de valoración,Informe / revisión,md,0.0,86,Plan final y revisión localizados,Alta concordancia; apto para revisión y firma con anexos,INFORME_VALORACION_PEDRO CARBO.md,Guayas/Pedro Carbo/02_INFORME_VALORACION/INFORME_VALORACION_PEDRO CARBO.md,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Formulario F01; Seguimiento F07,"# INFORME DE VALORACIÓN TÉCNICA ## Plan de Acción ENOS 2026-2027 · Guayas / Pedro Carbo **Estado documental:** Plan final y revisión localizados **Porcentaje estimado de afinidad / concordancia con lineamientos SNGR:** 86 % **Condición técnica:** Alta concordancia; apto para revisión y firma con anexos ## 1. Base de valoración El plan contiene estructura completa: datos generales, caracterización territorial, amenazas, zonas expuestas, COE, fases operativas, recursos, seguimiento, comunicación, "
9e89f5ad9001,Guayas,Pedro Carbo,Seguimiento F07,Guía F07,txt,0.0,86,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Pedro Carbo/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,"SEGUIMIENTO F07 · Guayas / Pedro Carbo Estado sugerido para seguimiento mensual: - Actualizar porcentaje de implementación cada mes. - Registrar actividades ejecutadas, actividades pendientes, brechas, apoyo requerido y verificables. - Usar criterios C1-C10 para medir avance. - Adjuntar actas, fotos, mapas, oficios, informes técnicos o enlaces Drive. Porcentaje base sugerido: 86 %"
5c41dca58782,Guayas,Milagro,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Milagro/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
82ab7a37a534,Guayas,Milagro,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Milagro/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
27d8024e86f7,Guayas,Milagro,Informe de valoración,Informe / revisión,pdf,0.01,72,,,Informe_Revision_Plan_ENOS_Milagro_SNGR_72.pdf,Guayas/Milagro/02_INFORME_VALORACION/Informe_Revision_Plan_ENOS_Milagro_SNGR_72.pdf,Inundación/anegamiento; Desbordamiento; Alojamiento temporal; Rutas/evacuación; COE / coordinación; Mitigación/obras; Formulario F01; Seguimiento F07,Informe de revision tecnica - Plan de Accion ENOS Milagro Pagina 1 INFORME DE REVISION TECNICA Plan de Accion Territorial ante el Evento El Nino Oscilacion del Sur (ENOS) 2026-2027 Gobierno Autonomo Descentralizado Municipal de San Francisco de Milagro Resultado de integracion Estado tecnico Uso recomendado Version preliminar institucional con Apta para revision interna CZ/SNGR y 72 % observaciones devolucion al GAD para completar anexos y evidencias Fecha de revision: 23 de junio de 2026 Base r
b3757fbdc14c,Guayas,El Triunfo,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/El Triunfo/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
c876b476632a,Guayas,El Triunfo,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/El Triunfo/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / El Triunfo No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
eceaf8cd3898,Guayas,El Triunfo,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/El Triunfo/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
55af2df53b89,Guayas,El Triunfo,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/El Triunfo/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / El Triunfo No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
8898ec89224c,Guayas,Balao,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Balao/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
0f0967544d53,Guayas,Balao,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Balao/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Balao No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
378a4e51c2e6,Guayas,Balao,Plan / referencias,Plan / contingencia,pdf,1.68,,,,PLAN DE RESPUESTA ANTE EL FENÓMENO EL NIÑO EL CANTON BALAO 2026-signed-signed.pdf,Guayas/Balao/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE RESPUESTA ANTE EL FENÓMENO EL NIÑO EL CANTON BALAO 2026-signed-signed.pdf,Inundación/anegamiento; Infraestructura expuesta,PLAN DE RESPUESTA Y PLANIFICACIÓN ANTE AFECTACIÓN POR EL FENÓMENO “EL NIÑO” INDICE 1. Introducción .......................................................................................................................... 4 2. Alcance del Plan de Respuesta. ............................................................................................ 4 3. Objetivos del plan ................................................................................................................. 5 3.1 Objet
6df1ab267292,Guayas,Balao,Seguimiento F07,Guía F07,txt,0.0,,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Balao/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,Registrar mensualmente: - Porcentaje anterior. - Porcentaje actual. - Actividades ejecutadas. - Actividades pendientes. - Brechas. - Apoyo requerido. - Verificables disponibles.
b02dda79a10a,Guayas,Balao,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Balao/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Balao No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
373bb7e7549d,Guayas,Salitre,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Salitre/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
c22513252985,Guayas,Salitre,Seguimiento F07,Guía F07,txt,0.0,55,,,GUIA_SEGUIMIENTO_F07.txt,Guayas/Salitre/04_SEGUIMIENTO_F07/GUIA_SEGUIMIENTO_F07.txt,Seguimiento F07,"SEGUIMIENTO F07 · Guayas / Salitre Estado sugerido para seguimiento mensual: - Actualizar porcentaje de implementación cada mes. - Registrar actividades ejecutadas, actividades pendientes, brechas, apoyo requerido y verificables. - Usar criterios C1-C10 para medir avance. - Adjuntar actas, fotos, mapas, oficios, informes técnicos o enlaces Drive. Porcentaje base sugerido: 55 %"
5230158ef6cc,Guayas,Salitre,Plan / referencias,Plan / contingencia,pdf,0.39,,,,Plan Cantonal de Preparación y Respuesta ante el Fenómeno ENOS-signed.pdf,Guayas/Salitre/01_PLAN_COMPARTIDO_O_REFERENCIAS/Plan Cantonal de Preparación y Respuesta ante el Fenómeno ENOS-signed.pdf,Inundación/anegamiento; Desbordamiento; Erosión/socavación; Infraestructura expuesta; COE / coordinación,"Plan Cantonal de Preparación y Respuesta ante el Fenómeno ENOS Gobierno Autónomo Descentralizado Municipal del Cantón Salitre (Guayas) Período 2026–2030 1. Introducción El cantón Salitre se encuentra ubicado en una zona altamente expuesta a los efectos del fenómeno El Niño–Oscilación del Sur (ENOS), especialmente por inundaciones, desbordamientos de ríos, afectaciones a la producción agrícola, daños en infraestructura vial y riesgos para la salud pública. Este plan establece las acciones estraté"
de56b7a66609,Guayas,Salitre,Informe de valoración,Informe / revisión,md,0.0,55,Registros base localizados; sin plan final localizado,Requiere consolidación documental,INFORME_VALORACION_SALITRE.md,Guayas/Salitre/02_INFORME_VALORACION/INFORME_VALORACION_SALITRE.md,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Formulario F01; Seguimiento F07,"# INFORME DE VALORACIÓN TÉCNICA ## Plan de Acción ENOS 2026-2027 · Guayas / Salitre **Estado documental:** Registros base localizados; sin plan final localizado **Porcentaje estimado de afinidad / concordancia con lineamientos SNGR:** 55 % **Condición técnica:** Requiere consolidación documental ## 1. Base de valoración Existe registro institucional, pero no plan final localizado. ## 2. Criterios aplicados La valoración se organiza sobre diez criterios operativos usados para revisión de planes E"
56f2323826ed,Guayas,Guayaquil,Anexos verificables,Lista verificables,txt,0.0,,,,LISTA_VERIFICABLES_MINIMOS.txt,Guayas/Guayaquil/03_ANEXOS_VERIFICABLES/LISTA_VERIFICABLES_MINIMOS.txt,Alojamiento temporal; Rutas/evacuación; COE / coordinación; Seguimiento F07,"Verificables mínimos sugeridos: 1. Plan firmado o versión editable controlada. 2. Acta de COE o disposición institucional. 3. Matriz de acciones, responsables, plazos e indicadores. 4. Mapa, croquis, KMZ/SHP o georreferenciación de puntos críticos. 5. Fotografías por punto o sector. 6. Inventario de recursos y capacidades. 7. Registro de alojamientos temporales, rutas y puntos seguros. 8. Matriz F07 de seguimiento mensual."
545c046f0ca2,Guayas,Guayaquil,Informe de valoración,Informe pendiente,txt,0.0,,,,INFORME_VALORACION_PENDIENTE.txt,Guayas/Guayaquil/02_INFORME_VALORACION/INFORME_VALORACION_PENDIENTE.txt,,INFORME DE VALORACIÓN PENDIENTE · Guayas / Guayaquil No se localizó un plan o registro específico suficiente para emitir valoración técnica. Pendiente cargar o ubicar el documento base del cantón.
e83824a5a803,Guayas,Guayaquil,Plan / referencias,Sin archivo localizado,txt,0.0,,,,SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Guayas/Guayaquil/01_PLAN_COMPARTIDO_O_REFERENCIAS/SIN_ARCHIVOS_COMPARTIDOS_LOCALIZADOS.txt,Seguimiento F07,Guayas / Guayaquil No se localizaron archivos o registros específicos compartidos para este cantón en la búsqueda realizada. La carpeta queda preparada para incorporar: - Plan de Acción ENOS 2026-2027. - Informe de valoración. - Anexos verificables. - Seguimiento mensual F07.
070416e2d716,Guayas,Guayaquil,Plan / referencias,Plan / contingencia,pdf,0.26,,,,SEGURAEP-GGRR-2026-0657 - Plan de acción Fenómeno El Niño-signed.pdf,Guayas/Guayaquil/01_PLAN_COMPARTIDO_O_REFERENCIAS/SEGURAEP-GGRR-2026-0657 - Plan de acción Fenómeno El Niño-signed.pdf,Infraestructura expuesta; COE / coordinación,"Guayaquil, 15 de junio de 2026 SEGURAEP-GGRR-2026-0657 Señorita Silvia Tatiana Coronel Flores Alcaldesa (S) Gobierno Autónomo Descentralizado Municipal de Guayaquil Ciudad. - Asunto: Remisión del Plan de Acción Territorial ante el Evento El Niño 2026 – 2027. De mi consideración: Reciba un cordial saludo. En atención al oficio Nro. AG-AAA-2026-2801, y de conformidad con las disposiciones emitidas por la Secretaría Nacional de Gestión de Riesgos mediante Resolución Nro. SNGR-126-2026, de 23 de may"
880825690d06,Guayas,Guayaquil,Plan / referencias,PDF soporte,pdf,0.13,,,,SNGR-CZ5GR-2026-0205-M.pdf,Guayas/Guayaquil/01_PLAN_COMPARTIDO_O_REFERENCIAS/SNGR-CZ5GR-2026-0205-M.pdf,Inundación/anegamiento; Erosión/socavación; Deslizamiento; Infraestructura expuesta; COE / coordinación,"REPÚBLICA DEL ECUADOR Memorando Nro. SNGR-CZ5GR-2026-0205-M Guayaquil, 23 de mayo de 2026 PARA: Sr. Carlos Eduardo Encalada Villacis Sr. Tlgo. Ubaldo Isidro Urquizo Mora Sr. Alcalde Juan José Yúnez Nowak Msc María Belén Candado Véliz Sr. Isidro Moran Espinoza Sr. Luis Felipe Vargas Matamoros Sra. Silvia Tatiana Coronel Flores Sr. Md. Alex Isidro Quinto Castro Sr. Ing. Hugo Rolando Caiza Carrillo Sr. Dennis Cordova Secaira Sra. María del Carmen Aquino Merchan Mgs. Francisco Eugenio Tamariz Guerre"
f132975d064a,Guayas,Guayaquil,Plan / referencias,Plan / contingencia,pdf,3.54,,,,PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO ENOS 2026-2027_SEGURAEP_GADMGUAYAQUIL_V1-signed-signed-signed-signed-signed.pdf,Guayas/Guayaquil/01_PLAN_COMPARTIDO_O_REFERENCIAS/PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO ENOS 2026-2027_SEGURAEP_GADMGUAYAQUIL_V1-signed-signed-signed-signed-signed.pdf,Inundación/anegamiento; Desbordamiento; Infraestructura expuesta; COE / coordinación,"PLAN DE ACCIÓN TERRITORIAL ANTE EL EVENTO ENOS 2026-2027 (Nivel Cantonal) 1. DATOS GENERALES Provincia: Guayas Cantón: Guayaquil Fecha de elaboración: Junio 2026 2. INTRODUCCIÓN El cantón Guayaquil constituye el principal centro urbano, económico, industrial y logístico del Ecuador, concentrando una población superior a los 2,8 millones de habitantes y una importante infraestructura estratégica para el desarrollo nacional. Debido a sus características geográficas, climáticas y socioeconómicas, e"
